DATE,PRCP,SNOW,SNWD,SNOW_DAY_SUM
2023-02-22,0.07,0.8,34.5,1.7999999999999965
2023-02-23,0.1,1.3,34.5,3.0999999999999965
2023-02-24,0.0,0.0,34.0,3.0999999999999965
2023-02-26,0.0,0.0,,3.0999999999999965
2023-02-27,0.0,0.0,,2.7999999999999967
2023-02-28,0.02,0.3,36.0,3.0999999999999965
2023-03-01,0.08,0.7,34.5,3.0999999999999965
2023-03-03,0.0,0.0,35.0,2.2999999999999963
2023-03-04,0.03,0.7,34.5,1.6999999999999964
2023-03-06,0.06,1.0,36.0,2.6999999999999966
2023-03-07,0.0,0.0,,2.6999999999999966
2023-03-08,0.0,0.0,,2.6999999999999966
2023-03-09,0.0,0.0,,2.399999999999997
2023-03-10,0.04,0.7,36.0,2.3999999999999964
2023-03-11,0.32,3.7,38.0,6.099999999999996
2023-03-12,0.0,0.0,37.0,5.399999999999997
2023-03-13,0.08,0.2,36.0,4.599999999999996
2023-03-14,0.0,0.0,,4.599999999999996
2023-03-15,0.0,0.0,,4.599999999999996
2023-03-16,0.13,1.6,36.5,6.199999999999997
2023-03-17,0.0,0.0,,5.4999999999999964
2023-03-18,0.0,0.0,,1.7999999999999965
2023-03-19,0.0,0.0,,1.7999999999999965
2023-03-21,0.11,1.6,35.0,3.1999999999999966
2023-03-22,0.41,5.0,41.5,8.199999999999996
2023-03-23,0.45,6.5,45.5,14.699999999999996
2023-03-24,0.07,1.0,42.5,14.099999999999998
2023-03-25,0.01,0.2,,14.299999999999997
2023-03-27,0.06,0.7,40.5,14.999999999999996
2023-03-28,0.0,0.0,,14.999999999999996
2023-03-29,0.0,0.0,,13.399999999999995
2023-03-30,0.0,0.0,,8.399999999999995
2023-03-31,0.03,0.5,35.5,2.3999999999999964
2023-04-02,0.0,0.0,,1.3999999999999964
2023-04-03,0.0,0.0,,1.1999999999999964
2023-04-04,0.08,3.0,34.5,3.4999999999999964
2023-04-05,0.02,0.2,33.5,3.6999999999999966
2023-04-06,0.0,0.1,33.0,3.7999999999999963
2023-04-08,0.0,0.0,,3.7999999999999963
2023-04-09,0.0,0.0,,3.2999999999999963
2023-04-10,0.0,0.0,,3.2999999999999963
2023-04-11,0.0,0.0,,3.2999999999999963
2023-04-12,0.0,0.0,24.0,0.2999999999999965
2023-04-13,0.0,0.0,,0.09999999999999645
2023-04-14,0.05,0.5,20.0,0.49999999999999645
2023-04-15,0.1,1.3,22.0,1.7999999999999965
2023-04-16,0.0,0.0,,1.7999999999999965
2023-04-17,0.0,0.0,,1.7999999999999965
2023-04-18,0.0,0.0,,1.7999999999999965
2023-04-19,0.0,0.0,,1.7999999999999965
2023-04-20,0.03,0.4,14.0,2.1999999999999966
2023-04-21,0.0,0.1,13.5,1.7999999999999965
2023-04-22,0.02,0.2,12.5,0.6999999999999965
2023-04-24,0.0,0.0,,0.6999999999999965
2023-04-25,0.08,1.0,9.0,1.6999999999999966
2023-04-26,0.0,0.0,,1.6999999999999966
2023-04-27,0.0,0.0,,1.6999999999999966
2023-04-28,0.09,1.5,5.5,2.7999999999999967
2023-04-29,0.0,0.0,,2.6999999999999966
2023-04-30,0.0,0.0,,2.4999999999999964
2023-05-01,0.0,0.0,,2.4999999999999964
2023-05-02,0.0,0.0,,1.4999999999999964
2023-05-04,0.0,0.0,,1.4999999999999964
2023-05-06,0.14,1.5,2.0,2.9999999999999964
2023-05-07,0.0,0.0,,1.4999999999999964
2023-05-08,,0.0,,1.4999999999999964
2023-05-09,0.0,0.0,,1.4999999999999964
2023-05-10,0.0,0.0,,1.4999999999999964
2023-05-14,0.0,0.0,,1.4999999999999964
2023-05-15,0.0,0.0,,1.4999999999999964
2023-05-18,0.0,0.0,,0.0
2023-05-22,0.0,0.0,,0.0
2023-05-31,0.0,0.0,,0.0
2023-06-10,0.0,0.0,,0.0
2023-06-11,0.0,0.0,,0.0
2023-06-19,0.0,0.0,,0.0
2023-06-20,0.0,0.0,,0.0
2023-06-21,0.0,0.0,,0.0
2023-06-22,0.0,0.0,,0.0
2023-06-24,0.0,0.0,,0.0
2023-06-25,0.0,0.0,,0.0
2023-06-26,0.0,0.0,,0.0
2023-06-27,0.0,0.0,,0.0
2023-06-28,0.0,0.0,,0.0
2023-06-29,0.0,0.0,,0.0
2023-06-30,0.0,0.0,,0.0
2023-07-08,0.0,0.0,,0.0
2023-07-11,0.0,0.0,,0.0
2023-07-12,0.0,0.0,,0.0
2023-07-16,0.0,0.0,,0.0
2023-07-17,0.0,0.0,,0.0
2023-07-18,0.0,0.0,,0.0
2023-07-19,0.0,0.0,,0.0
2023-07-23,0.0,0.0,,0.0
2023-08-10,0.0,0.0,,0.0
2023-08-12,0.0,0.0,,0.0
2023-08-15,0.0,0.0,,0.0
2023-08-16,0.0,0.0,,0.0
2023-08-18,0.0,0.0,,0.0
2023-08-22,0.0,0.0,,0.0
2023-08-23,0.0,0.0,,0.0
2023-08-30,0.0,0.0,,0.0
2023-08-31,0.0,0.0,,0.0
2023-09-08,0.0,0.0,,0.0
2023-09-09,0.0,0.0,,0.0
2023-09-10,0.0,0.0,,0.0
2023-09-13,0.0,0.0,,0.0
2023-09-14,0.0,0.0,,0.0
2023-09-17,0.0,0.0,,0.0
2023-09-18,0.0,0.0,,0.0
2023-09-20,0.0,0.0,,0.0
2023-09-22,0.0,0.0,,0.0
2023-09-23,0.0,0.0,,0.0
2023-09-24,0.0,0.0,,0.0
2023-09-25,0.0,0.0,,0.0
2023-09-26,0.0,0.0,,0.0
2023-09-27,0.0,0.0,,0.0
2023-09-28,0.0,0.0,,0.0
2023-09-29,0.0,0.0,,0.0
2023-09-30,0.0,0.0,,0.0
2023-10-05,0.0,0.0,,0.0
2023-10-06,0.0,0.0,,0.0
2023-10-07,0.0,0.0,,0.0
2023-10-08,0.0,0.0,,0.0
2023-10-09,0.0,0.0,,0.0
2023-10-10,0.0,0.0,,0.0
2023-10-11,0.0,0.0,,0.0
2023-10-12,0.22,0.5,,0.49999999999999645
2023-10-13,0.07,0.4,,0.8999999999999965
2023-10-14,0.0,0.0,,0.8999999999999965
2023-10-15,0.0,0.0,,0.8999999999999965
2023-10-16,0.0,0.0,,0.8999999999999965
2023-10-17,0.0,0.0,,0.8999999999999965
2023-10-18,0.0,0.0,,0.8999999999999965
2023-10-19,0.0,0.0,,0.39999999999999647
2023-10-20,0.0,0.0,,0.0
2023-10-21,0.0,0.0,,0.0
2023-10-22,0.0,0.0,,0.0
2023-10-23,0.0,0.0,,0.0
2023-10-24,0.0,0.0,,0.0
2023-10-25,0.0,0.0,,0.0
2023-10-26,0.0,0.0,,0.0
2023-10-27,0.0,0.0,,0.0
2023-10-28,0.15,1.4,,1.3999999999999964
2023-10-29,0.33,3.3,,4.699999999999996
2023-10-30,0.0,0.0,,4.699999999999996
2023-11-01,0.0,0.0,,4.699999999999996
2023-11-02,0.0,0.0,,4.699999999999996
2023-11-03,0.0,0.0,,4.699999999999996
2023-11-04,0.0,0.0,,4.699999999999996
2023-11-05,0.0,0.0,,3.2999999999999963
2023-11-06,0.0,0.0,,0.0
2023-11-07,0.0,0.0,,0.0
2023-11-08,0.04,0.3,,0.29999999999999644
2023-11-10,0.0,0.0,,0.29999999999999644
2023-11-11,0.0,0.0,,0.29999999999999644
2023-11-12,0.0,0.0,,0.29999999999999644
2023-11-13,0.0,0.0,,0.29999999999999644
2023-11-14,0.0,0.0,,0.29999999999999644
2023-11-15,0.0,0.0,,0.29999999999999644
2023-11-16,0.0,0.0,,0.0
2023-11-17,0.25,0.0,,0.0
2023-11-18,0.0,0.0,,0.0
2023-11-19,0.04,0.4,,0.39999999999999647
2023-11-20,0.17,1.7,,2.0999999999999965
2023-11-21,0.02,0.0,,2.099999999999996
2023-11-22,0.0,0.0,,2.099999999999996
2023-11-23,0.0,0.0,,2.099999999999996
2023-11-24,0.0,0.0,,2.099999999999996
2023-11-27,0.0,0.0,,2.099999999999996
2023-11-28,0.0,0.0,,1.6999999999999964
2023-11-29,0.0,0.0,,0.0
2023-11-30,0.0,0.0,,0.0
2023-12-01,0.02,0.2,,0.19999999999999624
2023-12-04,0.08,4.4,12.0,4.599999999999997
2023-12-05,0.0,0.0,,4.599999999999997
2023-12-06,0.0,0.0,,4.599999999999997
2023-12-07,0.0,0.0,,4.599999999999997
2023-12-08,0.04,0.5,,5.099999999999997
2023-12-11,0.02,0.3,,5.399999999999997
2023-12-12,0.0,0.1,,5.299999999999997
2023-12-13,0.0,0.0,,0.8999999999999965
2023-12-14,0.0,0.0,,0.8999999999999965
2023-12-15,0.0,0.0,,0.8999999999999965
2023-12-16,0.0,0.0,,0.8999999999999965
2023-12-17,0.0,0.0,,0.39999999999999647
2023-12-18,0.0,0.0,,0.09999999999999645
2023-12-19,0.0,0.0,,0.0
2023-12-20,0.0,0.0,,0.0
2023-12-21,,0.0,,0.0
2023-12-22,0.0,0.0,,0.0
2023-12-23,0.0,0.0,,0.0
2023-12-24,0.06,0.9,,0.8999999999999965
2023-12-25,0.0,0.0,,0.8999999999999965
2023-12-26,0.04,0.5,,1.3999999999999964
2023-12-27,0.05,1.5,,2.8999999999999964
2023-12-28,0.0,0.0,,2.8999999999999964
2023-12-29,0.0,0.0,,2.8999999999999964
2023-12-30,0.0,0.0,,2.8999999999999964
2023-12-31,0.0,0.0,,1.9999999999999964
2024-01-01,0.0,0.0,,1.9999999999999964
2024-01-02,0.0,0.0,,1.4999999999999964
2024-01-03,0.0,0.0,,0.0
2024-01-04,0.0,0.0,,0.0
2024-01-05,0.01,0.3,,0.29999999999999644
2024-01-06,0.07,1.0,11.5,1.2999999999999965
2024-01-08,0.0,0.0,10.5,1.2999999999999965
2024-01-09,0.02,0.2,10.5,1.4999999999999964
2024-01-10,0.19,6.5,16.5,7.9999999999999964
2024-01-11,0.06,2.0,15.0,9.999999999999996
2024-01-12,0.06,2.0,16.0,11.999999999999996
2024-01-13,0.31,6.5,23.0,18.199999999999996
2024-01-14,0.54,12.0,33.0,29.199999999999996
2024-01-15,0.13,8.5,35.0,37.699999999999996
2024-01-16,0.0,0.1,,37.599999999999994
2024-01-17,0.0,0.0,,31.099999999999998
2024-01-18,0.52,11.0,39.0,40.099999999999994
2024-01-19,0.0,0.0,,38.099999999999994
2024-01-20,0.0,0.0,,31.599999999999994
2024-01-21,0.0,0.1,,19.699999999999996
2024-01-22,0.0,0.1,,11.299999999999995
2024-01-23,0.0,0.0,,11.199999999999996
2024-01-25,0.0,0.2,,11.399999999999997
2024-01-26,0.0,0.0,,0.39999999999999647
2024-01-30,0.0,0.0,,0.39999999999999647
2024-01-31,0.0,0.0,,0.39999999999999647
2024-02-01,0.0,0.0,,0.2999999999999965
2024-02-02,0.0,0.0,,0.19999999999999646
2024-02-03,0.29,3.1,30.5,3.2999999999999967
2024-02-06,0.0,0.0,,3.0999999999999965
2024-02-07,0.0,0.0,,3.0999999999999965
2024-02-08,0.13,3.0,31.0,6.099999999999996
2024-02-09,0.11,2.0,32.5,8.099999999999996
2024-02-10,0.01,0.1,32.5,8.199999999999996
2024-02-11,0.0,0.0,32.5,8.199999999999996
2024-02-12,0.0,0.1,32.0,5.199999999999997
2024-02-13,0.0,0.0,32.0,5.199999999999996
2024-02-14,0.0,0.0,,5.199999999999996
2024-02-15,0.02,0.2,30.5,2.3999999999999964
2024-02-16,0.11,2.0,32.5,2.3999999999999964
2024-02-17,0.03,0.3,32.0,2.599999999999996
2024-02-18,0.0,0.0,,2.599999999999996
2024-02-19,0.05,2.0,34.0,4.4999999999999964
2024-02-21,0.0,0.0,,4.4999999999999964
2024-02-22,0.01,0.2,32.0,4.699999999999996
2024-02-23,0.03,0.3,32.5,4.799999999999995
2024-02-24,0.0,0.0,,2.7999999999999963
2024-02-25,0.0,0.0,31.0,2.4999999999999964
2024-02-26,0.01,0.5,30.0,2.9999999999999964
2024-02-27,0.05,1.4,31.5,2.3999999999999964
2024-02-28,0.02,0.0,30.5,2.3999999999999964
2024-02-29,0.0,0.0,30.0,2.199999999999996
2024-03-01,0.0,0.0,30.0,1.8999999999999964
2024-03-02,0.0,0.0,30.0,1.8999999999999964
2024-03-03,0.31,6.0,35.5,7.899999999999997
2024-03-04,0.29,5.0,39.5,12.399999999999997
2024-03-05,0.06,0.6,38.0,11.599999999999996
2024-03-06,0.0,0.0,,11.599999999999996
2024-03-07,0.0,0.0,,11.599999999999996
2024-03-08,0.0,0.1,35.0,11.699999999999996
2024-03-09,0.0,0.0,,11.699999999999996
2024-03-10,0.0,0.0,,5.699999999999997
2024-03-11,0.0,0.0,,0.6999999999999964
2024-03-12,0.04,0.5,,0.5999999999999964
2024-03-13,0.09,1.0,,1.5999999999999965
2024-03-14,0.51,6.0,39.0,7.599999999999996
2024-03-15,0.0,0.1,,7.599999999999996
2024-03-16,0.0,0.0,,7.599999999999996
2024-03-17,0.0,0.0,,7.599999999999996
2024-03-18,0.0,0.0,,7.599999999999996
2024-03-19,0.0,0.0,,7.099999999999996
2024-03-20,0.0,0.0,,6.099999999999996
2024-03-21,0.0,0.0,,0.09999999999999645
2024-03-22,0.0,0.0,,0.0
2024-03-23,0.0,0.0,,0.0
2024-03-24,0.06,0.7,29.0,0.6999999999999964
2024-03-25,0.07,1.2,,1.8999999999999964
2024-03-26,0.0,0.0,,1.8999999999999964
2024-03-27,0.02,0.4,,2.2999999999999963
2024-03-28,0.0,0.0,,2.2999999999999963
2024-03-29,0.15,1.5,,3.7999999999999963
2024-03-30,0.26,2.7,,6.4999999999999964
2024-03-31,0.05,0.5,,6.299999999999996
2024-04-01,0.03,0.3,,5.399999999999996
2024-04-02,0.0,0.0,,5.399999999999997
2024-04-03,0.0,0.0,,4.9999999999999964
2024-04-04,0.0,0.0,,4.9999999999999964
2024-04-05,0.0,0.0,,3.4999999999999964
2024-04-06,0.09,0.5,,1.2999999999999965
2024-04-07,0.01,0.0,,0.7999999999999965
2024-04-08,0.0,0.0,,0.4999999999999965
2024-04-09,0.0,0.0,,0.4999999999999965
2024-04-10,0.01,0.2,,0.6999999999999965
2024-04-11,0.0,0.0,,0.6999999999999965
2024-04-12,0.0,0.0,,0.6999999999999965
2024-04-13,0.0,0.0,,0.19999999999999651
2024-04-14,0.0,0.0,,0.19999999999999651
2024-04-15,0.0,0.0,,0.19999999999999651
2024-04-16,1.21,18.0,,18.199999999999996
2024-04-18,0.0,0.0,,17.999999999999996
2024-04-20,0.26,3.0,,20.999999999999996
2024-04-21,0.0,0.0,,20.999999999999996
2024-04-22,0.0,0.0,,20.999999999999996
2024-04-25,0.0,0.0,,20.999999999999996
2024-04-27,0.63,2.8,,23.799999999999997
2024-04-29,0.04,0.2,,5.9999999999999964
2024-04-30,0.06,0.5,,6.4999999999999964
2024-05-01,0.0,0.0,,3.4999999999999964
2024-05-02,0.1,0.0,,3.4999999999999964
2024-05-03,0.0,0.0,,3.4999999999999964
2024-05-05,0.0,0.0,,3.4999999999999964
2024-05-09,0.0,0.0,,0.6999999999999964
2024-05-10,0.0,0.0,,0.49999999999999645
2024-05-11,0.0,0.0,,0.0
2024-05-12,0.0,0.0,,0.0
2024-05-14,0.0,0.0,,0.0
2024-05-16,0.0,0.0,,0.0
2024-05-17,0.0,0.0,,0.0
2024-05-18,0.0,0.0,,0.0
2024-05-26,0.3,0.0,,0.0
2024-06-10,0.0,0.0,,0.0
2024-06-11,0.0,0.0,,0.0
2024-06-12,0.0,0.0,,0.0
2024-06-17,0.0,0.0,,0.0
2024-06-18,0.0,0.0,,0.0
2024-06-19,0.0,0.0,,0.0
2024-06-24,0.0,0.0,,0.0
2024-06-25,0.0,0.0,,0.0
2024-07-04,0.0,0.0,,0.0
2024-07-05,0.0,0.0,,0.0
2024-07-06,0.0,0.0,,0.0
2024-07-07,0.0,0.0,,0.0
2024-07-08,0.0,0.0,,0.0
2024-07-09,0.0,0.0,,0.0
2024-07-13,0.0,0.0,,0.0
2024-07-14,0.0,0.0,,0.0
2024-07-15,0.0,0.0,,0.0
2024-07-24,0.0,0.0,,0.0
2024-07-27,0.0,0.0,,0.0
2024-07-28,0.0,0.0,,0.0
2024-07-29,0.0,0.0,,0.0
2024-07-30,0.0,0.0,,0.0
2024-07-31,0.0,0.0,,0.0
2024-08-01,0.0,0.0,,0.0
2024-08-02,0.0,0.0,,0.0
2024-08-03,0.0,0.0,,0.0
2024-08-04,0.0,0.0,,0.0
2024-08-17,0.0,0.0,,0.0
2024-08-22,0.0,0.0,,0.0
2024-08-25,0.0,0.0,,0.0
2024-08-28,0.0,0.0,,0.0
2024-08-29,0.0,0.0,,0.0
2024-08-30,0.0,0.0,,0.0
2024-09-04,0.0,0.0,,0.0
2024-09-06,0.0,0.0,,0.0
2024-09-07,0.0,0.0,,0.0
2024-09-08,0.0,0.0,,0.0
2024-09-10,0.0,0.0,,0.0
2024-09-11,0.0,0.0,,0.0
2024-09-12,0.0,0.0,,0.0
2024-09-13,0.0,0.0,,0.0
2024-09-14,0.0,0.0,,0.0
2024-09-15,0.0,0.0,,0.0
2024-09-19,0.0,0.0,,0.0
2024-09-20,0.0,0.0,,0.0
2024-09-21,0.0,0.0,,0.0
2024-09-24,0.0,0.0,,0.0
2024-09-25,0.0,0.0,,0.0
2024-09-26,0.0,0.0,,0.0
2024-09-27,0.0,0.0,,0.0
2024-09-28,0.0,0.0,,0.0
2024-09-29,0.0,0.0,,0.0
2024-09-30,0.0,0.0,,0.0
2024-10-01,0.0,0.0,,0.0
2024-10-02,0.0,0.0,,0.0
2024-10-03,0.0,0.0,,0.0
2024-10-04,0.0,0.0,,0.0
2024-10-05,0.0,0.0,,0.0
2024-10-06,0.0,0.0,,0.0
2024-10-07,0.0,0.0,,0.0
2024-10-08,0.0,0.0,,0.0
2024-10-09,0.0,0.0,,0.0
2024-10-10,0.0,0.0,,0.0
2024-10-11,0.0,0.0,,0.0
2024-10-12,0.0,0.0,,0.0
2024-10-13,0.0,0.0,,0.0
2024-10-14,0.0,0.0,,0.0
2024-10-16,0.0,0.0,,0.0
2024-10-21,0.34,4.5,,4.4999999999999964
2024-10-23,0.0,0.0,,4.4999999999999964
2024-10-24,0.0,0.0,,4.4999999999999964
2024-10-25,0.0,0.0,,4.4999999999999964
2024-10-26,0.0,0.0,,4.4999999999999964
2024-10-27,0.0,0.0,,4.4999999999999964
2024-10-28,0.0,0.0,,4.4999999999999964
2024-10-30,0.1,0.0,,0.0
2024-10-31,0.0,0.0,,0.0
2024-11-01,0.0,0.0,,0.0
2024-11-02,0.0,0.0,,0.0
2024-11-04,0.09,1.0,,0.9999999999999964
2024-11-05,0.0,0.1,,1.0999999999999965
2024-11-06,0.07,0.7,,1.7999999999999963
2024-11-07,0.0,0.0,,1.7999999999999963
2024-11-08,0.0,0.0,,1.7999999999999963
2024-11-09,0.13,1.4,,3.199999999999996
2024-11-10,0.0,0.0,,3.199999999999996
2024-11-12,0.0,0.0,,2.199999999999996
2024-11-13,0.14,1.7,,3.7999999999999963
2024-11-14,0.0,0.0,,3.099999999999996
2024-11-15,0.0,0.0,,3.099999999999996
2024-11-16,0.0,0.0,,3.099999999999996
2024-11-17,0.0,0.0,,1.6999999999999964
2024-11-18,0.0,0.0,,1.6999999999999964
2024-11-19,0.03,0.3,,1.9999999999999964
2024-11-20,0.0,0.0,,0.29999999999999644
2024-11-21,0.0,0.0,,0.29999999999999644
2024-11-22,0.0,0.0,,0.29999999999999644
2024-11-23,0.0,0.0,,0.29999999999999644
2024-11-24,0.0,0.0,,0.29999999999999644
2024-11-25,0.05,0.7,,0.9999999999999964
2024-11-26,0.27,2.9,,3.599999999999996
2024-11-27,0.65,8.4,11.5,11.999999999999996
2024-11-28,0.02,0.3,10.5,12.299999999999997
2024-11-29,0.0,0.0,,12.299999999999997
2024-11-30,0.0,0.0,,12.299999999999997
2024-12-01,0.0,0.0,,12.299999999999997
2024-12-02,0.0,0.0,,11.599999999999998
2024-12-03,0.0,0.0,,8.699999999999998
2024-12-04,0.0,0.0,,0.29999999999999644
2024-12-05,0.0,0.0,,0.0
2024-12-07,0.0,0.0,,0.0
2024-12-08,0.0,0.0,,0.0
2024-12-09,0.0,0.0,,0.0
2024-12-10,0.02,0.3,,0.29999999999999644
2024-12-11,0.0,0.0,,0.29999999999999644
2024-12-12,0.0,0.0,,0.29999999999999644
2024-12-13,0.0,0.0,,0.29999999999999644
2024-12-14,0.01,0.2,,0.49999999999999645
2024-12-15,0.0,0.0,,0.49999999999999645
2024-12-16,0.0,0.0,,0.49999999999999645
2024-12-17,0.07,0.8,,0.9999999999999964
2024-12-18,0.0,0.2,,1.1999999999999964
2024-12-19,0.0,0.0,,1.1999999999999964
2024-12-20,0.0,0.0,,1.1999999999999964
2024-12-24,0.06,0.5,,1.4999999999999964
2021-06-07,0.0,0.0,,1.4999999999999964
2021-06-08,0.0,0.0,,1.4999999999999964
2021-06-09,0.0,0.0,,0.6999999999999964
2021-06-10,0.0,0.0,,0.4999999999999964
2021-06-11,0.0,0.0,,0.4999999999999964
2021-06-12,0.0,0.0,,0.4999999999999964
2021-06-13,0.0,0.0,,0.0
2021-06-14,0.0,0.0,,0.0
2021-06-15,0.0,0.0,,0.0
2021-06-16,0.0,0.0,,0.0
2021-06-17,0.0,0.0,,0.0
2021-06-18,0.0,0.0,,0.0
2021-06-20,0.0,0.0,,0.0
2021-06-21,0.0,0.0,,0.0
2021-06-22,0.0,0.0,,0.0
2021-06-23,0.0,0.0,,0.0
2021-06-27,0.0,0.0,,0.0
2021-06-28,0.0,0.0,,0.0
2021-06-29,0.0,0.0,,0.0
2021-06-30,0.0,0.0,,0.0
2021-07-02,0.0,0.0,,0.0
2021-07-07,0.0,0.0,,0.0
2021-07-08,0.0,0.0,,0.0
2021-07-09,0.0,0.0,,0.0
2021-07-10,0.0,0.0,,0.0
2021-07-11,0.0,0.0,,0.0
2021-07-12,0.0,0.0,,0.0
2021-07-15,0.0,0.0,,0.0
2021-07-16,0.0,0.0,,0.0
2021-07-17,0.0,0.0,,0.0
2021-07-18,0.0,0.0,,0.0
2021-07-19,0.0,0.0,,0.0
2021-07-20,0.0,0.0,,0.0
2021-08-05,0.0,0.0,,0.0
2021-08-06,0.0,0.0,,0.0
2021-08-07,0.0,0.0,,0.0
2021-08-08,0.0,0.0,,0.0
2021-08-09,0.0,0.0,,0.0
2021-08-10,0.0,0.0,,0.0
2021-08-11,0.0,0.0,,0.0
2021-08-12,0.0,0.0,,0.0
2021-08-13,0.0,0.0,,0.0
2021-08-14,0.0,0.0,,0.0
2021-08-15,0.0,0.0,,0.0
2021-08-16,0.0,0.0,,0.0
2021-08-17,0.0,0.0,,0.0
2021-08-20,0.0,0.0,,0.0
2021-08-21,0.0,0.0,,0.0
2021-08-22,0.0,0.0,,0.0
2021-08-23,0.0,0.0,,0.0
2021-08-24,0.0,0.0,,0.0
2021-08-25,0.0,0.0,,0.0
2021-08-26,0.0,0.0,,0.0
2021-08-28,0.0,0.0,,0.0
2021-08-29,0.0,0.0,,0.0
2021-08-30,0.0,0.0,,0.0
2021-08-31,0.0,0.0,,0.0
2021-09-04,0.0,0.0,,0.0
2021-09-05,0.0,0.0,,0.0
2021-09-06,0.0,0.0,,0.0
2021-09-07,0.0,0.0,,0.0
2021-09-08,0.0,0.0,,0.0
2021-09-09,0.0,0.0,,0.0
2021-09-10,0.0,0.0,,0.0
2021-09-11,0.0,0.0,,0.0
2021-09-16,0.0,0.0,,0.0
2021-09-17,0.0,0.0,,0.0
2021-09-18,0.0,0.0,,0.0
2021-09-19,0.0,0.0,,0.0
2021-09-21,0.0,0.0,,0.0
2021-09-22,0.0,0.0,,0.0
2021-09-23,0.0,0.0,,0.0
2021-09-24,0.0,0.0,,0.0
2021-09-25,0.0,0.0,,0.0
2021-09-26,0.0,0.0,,0.0
2021-09-27,0.0,0.0,,0.0
2021-09-28,0.0,0.0,,0.0
2021-09-30,0.0,0.0,,0.0
2021-10-02,0.0,0.0,,0.0
2021-10-03,0.0,0.0,,0.0
2021-10-04,0.0,0.0,,0.0
2021-10-05,0.0,0.0,,0.0
2021-10-06,0.0,0.0,,0.0
2021-10-14,0.0,0.0,,0.0
2021-10-16,0.0,0.0,,0.0
2021-10-17,0.0,0.0,,0.0
2021-10-18,0.0,0.0,,0.0
2021-10-19,0.0,0.0,,0.0
2021-10-20,0.0,0.0,,0.0
2021-10-21,0.0,0.0,,0.0
2021-10-22,0.0,0.0,,0.0
2021-10-24,0.0,0.0,,0.0
2021-10-25,0.0,0.0,,0.0
2021-10-27,0.0,0.0,,0.0
2021-10-28,0.0,0.0,,0.0
2021-10-29,0.0,0.0,,0.0
2021-10-30,0.0,0.0,,0.0
2021-10-31,0.0,0.0,,0.0
2021-11-01,0.13,0.0,,0.0
2021-11-03,0.0,0.0,,0.0
2021-11-04,0.0,0.0,,0.0
2021-11-05,0.0,0.0,,0.0
2021-11-06,0.0,0.0,,0.0
2021-11-07,0.0,0.0,,0.0
2021-11-08,0.0,0.0,,0.0
2021-11-09,0.0,0.0,,0.0
2022-05-01,0.0,0.0,,0.0
2022-05-03,0.0,0.0,,0.0
2022-05-06,0.0,0.0,,0.0
2022-05-07,0.0,0.0,,0.0
2022-05-09,0.0,0.0,,0.0
2022-05-22,0.0,0.0,,0.0
2022-05-26,0.0,0.0,,0.0
2022-05-27,0.0,0.0,,0.0
2022-05-28,0.0,0.0,,0.0
2022-06-02,0.0,0.0,,0.0
2022-06-03,0.0,0.0,,0.0
2022-06-15,0.0,0.0,,0.0
2022-06-16,0.0,0.0,,0.0
2022-06-27,0.0,0.0,,0.0
2022-06-28,0.0,0.0,,0.0
2022-07-02,0.0,0.0,,0.0
2022-07-06,0.0,0.0,,0.0
2022-07-08,0.0,0.0,,0.0
2022-07-09,0.0,0.0,,0.0
2022-07-11,0.0,0.0,,0.0
2022-07-13,0.0,0.0,,0.0
2022-07-14,0.0,0.0,,0.0
2022-07-25,0.0,0.0,,0.0
2022-07-26,0.0,0.0,,0.0
2022-07-27,0.0,0.0,,0.0
2022-07-29,0.0,0.0,,0.0
2022-07-30,0.0,0.0,,0.0
2022-07-31,0.0,0.0,,0.0
2022-08-07,0.0,0.0,,0.0
2022-08-08,0.0,0.0,,0.0
2022-08-09,0.0,0.0,,0.0
2022-08-10,0.0,0.0,,0.0
2022-08-11,0.0,0.0,,0.0
2022-08-12,0.0,0.0,,0.0
2022-08-17,0.0,0.0,,0.0
2022-08-18,0.0,0.0,,0.0
2022-08-19,0.0,0.0,,0.0
2022-08-23,0.0,0.0,,0.0
2022-08-26,0.0,0.0,,0.0
2014-01-06,0.02,0.1,9.5,0.0999999999999964
2014-01-08,0.04,1.0,10.5,1.0999999999999963
2014-01-09,0.06,1.4,11.5,2.4999999999999964
2014-01-10,0.05,0.5,11.0,2.9999999999999964
2014-01-11,0.14,0.0,10.5,2.9999999999999964
2014-01-12,0.06,1.0,11.0,3.9999999999999964
2014-01-13,0.05,0.5,11.0,4.4999999999999964
2014-01-14,0.12,0.3,12.0,4.699999999999997
2014-01-15,0.01,0.1,11.5,3.7999999999999963
2014-01-16,0.0,0.0,11.5,2.3999999999999964
2014-01-17,0.0,0.0,11.0,1.8999999999999961
2014-01-18,0.0,0.0,11.0,1.8999999999999961
2014-01-20,0.0,0.0,11.0,0.8999999999999962
2014-01-21,0.0,0.0,11.0,0.39999999999999625
2014-01-22,0.0,0.0,11.0,0.09999999999999623
2014-01-23,0.01,0.1,11.0,0.09999999999999623
2014-01-24,0.0,0.0,11.0,0.09999999999999623
2014-01-27,0.01,0.6,11.0,0.6999999999999962
2014-01-28,0.06,0.8,12.0,1.4999999999999962
2014-01-29,0.0,0.0,11.5,1.4999999999999962
2014-01-30,0.22,0.1,11.5,1.5999999999999963
2014-01-31,0.57,5.0,16.5,6.599999999999996
